Name,Link,Rating,Enroll,Instructor,Time,Level,Fee,Program,Subtitle,Subject,Organization,Knowledge,Programing Language,Tool,Platform,Framework,Knowledge_P,Programing Language_P,Tool_P,Platform_P,Framework_P
Web Design: Wireframes to Prototypes,https://www.coursera.org/learn/web-design-wireframes-prototypes,4.9,40202,Roman Jaster,41 hours,Intermediate,100,UI / UX Design Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Arts and Humanities,California Institute of the Arts,sketch,"html, css","adobe xd, adobe illuastrator",,,,,,,
JavaScript Basics,https://www.coursera.org/learn/javascript-basics,4.7,15228,William Mead,21 hours,Beginner,100,JavaScript for Beginners Specialization,English,Computer Science,"University of California, Davis","selection control structures, core programming structures",,code editor,,,,,,,
Python Programming: A Concise Introduction,https://www.coursera.org/learn/python-programming-introduction,4.7,211441,Bill Boyd,18 hours,Beginner,100,,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,Wesleyan University,,python,,spyder ide,,,,,,
What is Data Science?,https://www.coursera.org/learn/what-is-datascience,4.7,520871,"Rav Ahuja,Alex Aklson",9 hours,Beginner,100,Introduction to Data Science Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Turkish, English, Spanish",Data Science,IBM,"programming principles, interfaces software design",java,,,,,,,,
Google Cloud Big Data and Machine Learning Fundamentals,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals,4.7,229962,Google Cloud Training,12 hours,Intermediate,100,,English,Data Science,Google Cloud,"bigquery, cloud computing, big data",,"google cloud sql, my sql",google cloud,tensorflow,,,,,
Java Programming: Principles of Software Design,https://www.coursera.org/learn/java-programming-design-principles,4.6,92671,"Robert Duvall,Owen Astrachan,Andrew D. Hilton,Susan H. Rodger",13 hours,Beginner,100,Java Programming and Software Engineering Fundamentals Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Computer Science,Duke University,"programming principles, interfaces, software design",java,,,,,,,,
"Java Programming: Arrays, Lists, and Structured Data",https://www.coursera.org/learn/java-programming-arrays-lists-data,4.7,124844,"Andrew D. Hilton,Robert Duvall,Owen Astrachan,Susan H. Rodger",14 hours,Beginner,100,,"Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Computer Science,Duke University,"data structure, cryptography, hash table",java,,,,,,,,
Data Structures and Performance,https://www.coursera.org/learn/data-structures-optimizing-performance,4.8,84959,"Christine Alvarado,Mia Minnes,Leo Porter",42 hours,Intermediate,100,,"Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Computer Science,University of California San Diego,"trees (data structures), data structure, linked list, binary tree",java,,,,,,,,
Databases and SQL for Data Science with Python,https://www.coursera.org/learn/sql-data-science,4.6,2221651,"Rav Ahuja,Hima Vasudevan",20 hours,Beginner,100,"Introduction to Data Science Specialization, Data Science Fundamentals with Python and SQL Specialization","English, Arabic, Persian",Data Science,IBM,"relational database management system (rdbms), cloud database","python, sql",ipython,,,,,,,
Applied Social Network Analysis in Python,https://www.coursera.org/learn/python-social-network-analysis,4.7,82606,Daniel Romero,29 hours,Intermediate,100,Applied Data Science with Python Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Data Science,University of Michigan,"graph theory, network analysis, social network analysis",python,,,,,,,,
Introduction to Python Programming,https://www.coursera.org/learn/python-programming-intro,4.3,16897,Brandon Krakowsky,28 hours,Beginner,100,Introduction to Programming with Python and Java Specialization,English,Computer Science,University of Pennsylvania,"python systax and sematics, computer programing",python,,,,,,,,
Python Data Representations,https://www.coursera.org/learn/python-representation,4.7,2084,"Scott Rixner,Joe Warren",9 hours,Beginner,100,Introduction to Scripting in Python Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,Rice University,"tuple, debugging list&amp, label",,,,,,,,,
Python Programming Essentials,https://www.coursera.org/learn/python-programming,4.8,72816,"Scott Rixner,Joe Warren",10 hours,Beginner,100,Introduction to Scripting in Python Specialization,"Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Computer Science,Rice University,debugging,python,,codeskulptor,,,,,,
Python Project for Data Science,https://www.coursera.org/learn/python-project-for-data-science,4.5,42172,"Azim Hirjani,Joseph Santarcangelo",7 hours,Intermediate,100,Data Science Fundamentals with Python and SQL Specialization,English,Data Science,IBM,"data science, data analysis",python,ipython,,pandas,,,,,
Using Python to Interact with the Operating System,https://www.coursera.org/learn/python-operating-system,4.7,111691,Google Career Certificates,31 hours,Beginner,100,Google IT Automation with Python Professional Certificate,English,Information Technology,Google,"regular expression (regex), testing","python, script",bash,,,,,,,
Applied Machine Learning in Python,https://www.coursera.org/learn/python-machine-learning,4.6,246234,Kevyn Collins-Thompson,35 hours,Intermediate,100,,"Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Data Science,University of Michigan,machine learning (ml) algorithms,python,,,scikit-learn,,,,,
"Python for Data Science, AI & Development",https://www.coursera.org/learn/python-for-applied-data-science-ai,4.6,351802,Joseph Santarcangelo,20 hours,Beginner,100,"DevOps and Software Engineering Professional Certificate, IBM Full Stack Cloud Developer Professional Certificate, Data Science Fundamentals with Python and SQL Specialization","Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Data Science,IBM,"data science, data analysis",,python,,"pandas, numpy",,,,,
Using Databases with Python,https://www.coursera.org/learn/python-databases,4.8,397122,Charles Russell Severance,15 hours,,100,Python for Everybody Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Computer Science,University of Michigan,database (dbms),"sql, python",sqlite,,,,,,,
"Capstone: Retrieving, Processing, and Visualizing Data with Python",https://www.coursera.org/learn/python-data-visualization,4.7,211292,Charles Russell Severance,9 hours,,100,Python for Everybody Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Data Science,University of Michigan,"data analysis, database (dbms), data visualization (dataviz)",python,,,,,,,,
Python Data Structures,https://www.coursera.org/learn/python-data,4.9,80662,Charles Russell Severance,19 hours,,100,Python for Everybody Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Computer Science,University of Michigan,"data structure, tuple",python,,,,,,,,
Crash Course on Python,https://www.coursera.org/learn/python-crash-course,4.8,444869,Google Career Certificates,32 hours,Beginner,100,Google IT Automation with Python Professional Certificate,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Information Technology,Google,object-oriented programming (oop),python,,,,,,,,
Distributed Computing with Spark SQL,https://www.coursera.org/learn/spark-sql,4.5,23557,"Brooke Wenig,Conor Murphy",14 hours,Intermediate,100,Learn SQL Basics for Data Science Specialization,"English, Spanish",Data Science,"University of California, Davis","data science, delta lake, spreadsheet",sql,,,,,,,,
Process Data from Dirty to Clean,https://www.coursera.org/learn/process-data,4.8,9956,Google Career Certificates,22 hours,Beginner,100,Google Data Analytics Professional Certificate,English,Data Science Google,Google,"data cleansing, sample size determination, data integrity",sql,,,,,,,,
Introduction to Data Engineering,https://www.coursera.org/learn/introduction-to-data-engineering,4.8,20833,"Rav Ahuja,Priya Kapoor",11 hours,Beginner,100,,English,Information Technology,IBM,"data science, database (dbms)","sql, nosql",,,,,,,,
Exploring ?and ?Preparing ?your ?Data with BigQuery,https://www.coursera.org/learn/gcp-exploring-preparing-data-bigquery,4.7,52343,Google Cloud Training,13 hours,Beginner,100,From Data to Insights with Google Cloud Specialization,"English, Japanese",Information Technology,Google Cloud,cloud computing,sql,,"bigquery, google cloud",,,,,,
Foundations for Big Data Analysis with SQL,https://www.coursera.org/learn/foundations-big-data-analysis-sql,4.8,39021,Glynn Durham,12 hours,Beginner,100,Modern Big Data Analysis with SQL Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,Cloudera,"database (dbms), data warehousing, data analysis, big data",sql,,,,,,,,
"Foundations: Data, Data, Everywhere",https://www.coursera.org/learn/foundations-data,4.8,530651,Google Career Certificates,20 hours,Beginner,100,Google Data Analytics Professional Certificate,English,Data Science,Google,"data cleansing, data analysis, data visualization, spreadsheet",sql,,,,,,,,
Web Application Technologies and Django,https://www.coursera.org/learn/django-database-web-apps,4.7,57454,Charles Russell Severance,15 hours,Intermediate,100,Django for Everybody Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,University of Michigan,"http, web markup","html, css, python, sql",,,django,,,,,
Django Features and Libraries,https://www.coursera.org/learn/django-features-libraries,4.8,17294,Charles Russell Severance,16 hours,Intermediate,100,Django for Everybody Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,University of Michigan,"user authentication, sessions and cookies, one-to-many models, data validation",,,,django,,,,,
"Using JavaScript, JQuery, and JSON in Django",https://www.coursera.org/learn/django-javascript-jquery-json,4.8,17646,Charles Russell Severance,19 hours,Intermediate,100,Django for Everybody Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,University of Michigan,"document object model (dom), many-to-many data modeling","json, javascript",,jquery,django,,,,,
Building Web Applications in Django,https://www.coursera.org/learn/django-build-web-apps,4.7,28188,Charles Russell Severance,13 hours,Intermediate,100,Django for Everybody Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,University of Michigan,"get & post, object-oriented programming (oop), cross-site scripting forgery (csrf)",django template language,,,django,,,,,
Database Management Essentials,https://www.coursera.org/learn/database-management,4.6,161537,Michael Mannino,36 hours,Intermediate,100,Data Warehousing for Business Intelligence Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,University of Colorado System,"database (db) design, entity–relationship (e-r) model, database (dbms), spreadsheet",sql,,,,,,,,
Prepare Data for Exploration,https://www.coursera.org/learn/data-preparation,4.8,124227,Google Career Certificates,22 hours,Beginner,100,Google Data Analytics Professional Certificate,English,Data Science,Google,"metadata, data collection, data ethics",sql,,,,,,,,
